obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres,firemonth
71301,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
71512,Empidonax traillii,Aves,Passeriformes,1989,9,16,-116.45965,34.121082,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
71533,Melanerpes uropygialis,Aves,Piciformes,2013,3,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
71575,Empidonax traillii,Aves,Passeriformes,2020,9,12,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
71671,Melanerpes uropygialis,Aves,Piciformes,2011,12,28,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
71853,Melanerpes uropygialis,Aves,Piciformes,1994,6,19,-114.47076,32.87367,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
72079,Gymnogyps californianus,Aves,Accipitriformes,2020,1,20,-119.38816,34.918156,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
72110,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2,3409,6
72110,Agelaius tricolor,Aves,Passeriformes,2016,3,26,-119.43546,34.95564,200,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2,4610,7
72154,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,4,30,-121.323395,37.437794,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2,29881,10
72630,Empidonax traillii,Aves,Passeriformes,2018,5,16,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
72774,Melanerpes uropygialis,Aves,Piciformes,2013,3,7,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
72865,Agelaius tricolor,Aves,Passeriformes,2015,1,22,-118.58248,34.785824,50,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2,3533,NA
72998,Melanerpes uropygialis,Aves,Piciformes,2013,12,14,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
73244,Melanerpes uropygialis,Aves,Piciformes,2008,12,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
73249,Agelaius tricolor,Aves,Passeriformes,2020,6,11,-118.384605,34.661877,20,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
73257,Melanerpes uropygialis,Aves,Piciformes,2011,4,28,-114.48818,32.864304,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
73320,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
73355,Buteo swainsoni,Aves,Accipitriformes,2016,5,13,-121.07989,37.113804,1,HUMAN_OBSERVATION,ROMERO,2000,1706.85,873,2,3891,8
73392,Melanerpes uropygialis,Aves,Piciformes,2012,1,13,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
73496,Melanerpes uropygialis,Aves,Piciformes,2020,2,25,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2,3282,8
73687,Empidonax traillii,Aves,Passeriformes,2013,8,5,-114.535,34.76573,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
73812,Melanerpes uropygialis,Aves,Piciformes,2013,5,3,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
74099,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
74207,Melanerpes uropygialis,Aves,Piciformes,2018,9,15,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
74288,Melanerpes uropygialis,Aves,Piciformes,2012,10,23,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
74419,Colaptes chrysoides,Aves,Piciformes,2019,4,14,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
74424,Colaptes chrysoides,Aves,Piciformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
74533,Buteo swainsoni,Aves,Accipitriformes,2019,5,29,-118.93109,34.941162,25,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2,3679,6
74996,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
75072,Melanerpes uropygialis,Aves,Piciformes,2019,1,8,-114.73027,32.707115,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2,3282,8
75331,Melanerpes uropygialis,Aves,Piciformes,1970,5,27,-114.45964,32.88135,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
76336,Melanerpes uropygialis,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
76669,Melanerpes uropygialis,Aves,Piciformes,2020,1,4,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
77189,Buteo swainsoni,Aves,Accipitriformes,2011,10,24,-117.84601,34.471138,50,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
77699,Melanerpes uropygialis,Aves,Piciformes,2015,4,6,-114.68859,33.24513,1,HUMAN_OBSERVATION,DRAPER,2017,754.3,368,2,5349,10
77726,Melanerpes uropygialis,Aves,Piciformes,2015,11,18,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
77800,Melanerpes uropygialis,Aves,Piciformes,2013,3,6,-114.518524,34.757988,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
77923,Empidonax traillii,Aves,Passeriformes,2002,9,7,-114.48498,34.736954,NA,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
77981,Melanerpes uropygialis,Aves,Piciformes,1980,3,22,-114.4617,32.88329,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
78014,Melanerpes uropygialis,Aves,Piciformes,2010,6,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
78271,Melanerpes uropygialis,Aves,Piciformes,2010,12,24,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
78478,Melanerpes uropygialis,Aves,Piciformes,2008,12,23,-114.5905,32.784412,2,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2,5166,5
78615,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
78622,Melanerpes uropygialis,Aves,Piciformes,2017,2,22,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
78702,Buteo swainsoni,Aves,Accipitriformes,2012,3,20,-116.42135,33.271057,80,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2,705,NA
78760,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.46003,32.877136,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
79642,Agelaius tricolor,Aves,Passeriformes,2016,1,30,-119.389336,34.93896,40,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
79929,Melanerpes uropygialis,Aves,Piciformes,2002,4,28,-114.47458,32.90013,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
80124,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
80231,Melanerpes uropygialis,Aves,Piciformes,1977,9,14,-114.467445,32.88624,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
80292,Melanerpes uropygialis,Aves,Piciformes,2011,12,15,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
80979,Melanerpes uropygialis,Aves,Piciformes,2012,3,19,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
81246,Empidonax traillii,Aves,Passeriformes,2011,9,25,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
81430,Agelaius tricolor,Aves,Passeriformes,2017,4,6,-120.83076,36.51127,225,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2,4026,5
81441,Melanerpes uropygialis,Aves,Piciformes,2013,3,30,-114.48498,34.736954,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
81640,Melanerpes uropygialis,Aves,Piciformes,2017,11,18,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
81692,Melanerpes uropygialis,Aves,Piciformes,1999,7,16,-114.46656,32.88192,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
81708,Melanerpes uropygialis,Aves,Piciformes,2020,2,3,-114.46546,32.875145,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
81729,Colaptes chrysoides,Aves,Piciformes,2016,9,4,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
81910,Buteo swainsoni,Aves,Accipitriformes,2018,3,7,-116.5536,33.068386,1,HUMAN_OBSERVATION,PINES,2002,61691.24,263,2,26578,8
81933,Agelaius tricolor,Aves,Passeriformes,2016,5,15,-121.323395,37.437794,NA,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2,29881,10
82164,Agelaius tricolor,Aves,Passeriformes,2008,5,14,-121.03088,37.08312,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
82366,Agelaius tricolor,Aves,Passeriformes,2013,5,23,-119.48297,34.883465,25,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2,2836,NA
82602,Melanerpes uropygialis,Aves,Piciformes,2011,6,16,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
82789,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
82877,Melanerpes uropygialis,Aves,Piciformes,2018,1,17,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
83059,Empidonax traillii,Aves,Passeriformes,1988,9,11,-116.45965,34.121082,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
83216,Melanerpes uropygialis,Aves,Piciformes,2018,1,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
83295,Melanerpes uropygialis,Aves,Piciformes,2016,5,14,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
84107,Melanerpes uropygialis,Aves,Piciformes,2012,6,5,-114.52883,32.763687,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2,5166,5
84546,Melanerpes uropygialis,Aves,Piciformes,2018,1,15,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
84589,Agelaius tricolor,Aves,Passeriformes,2006,5,11,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
84605,Melanerpes uropygialis,Aves,Piciformes,2020,8,10,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
84896,Empidonax traillii,Aves,Passeriformes,2019,8,8,-117.843445,34.471115,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
85073,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2,3409,6
85073,Agelaius tricolor,Aves,Passeriformes,2019,4,28,-119.43742,34.95694,2,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2,4610,7
85278,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
85343,Melanerpes uropygialis,Aves,Piciformes,2018,12,15,-114.45647,32.878094,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
85399,Agelaius tricolor,Aves,Passeriformes,2006,3,22,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
85516,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
85788,Melanerpes uropygialis,Aves,Piciformes,2011,10,5,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
85894,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,1,27,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2,3513,NA
85981,Empidonax traillii,Aves,Passeriformes,2020,8,12,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
86236,Agelaius tricolor,Aves,Passeriformes,2017,4,19,-119.53511,35.021877,19,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,2,5370,6
86242,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,27,-114.47458,32.90013,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
86377,Buteo swainsoni,Aves,Accipitriformes,2012,4,16,-118.39457,34.72747,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
86449,Melanerpes uropygialis,Aves,Piciformes,2013,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
86653,Buteo swainsoni,Aves,Accipitriformes,2018,6,6,-118.92833,34.940533,30,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2,3679,6
86735,Melanerpes uropygialis,Aves,Piciformes,2014,12,30,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
86896,Melanerpes uropygialis,Aves,Piciformes,2020,3,14,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
87118,Melanerpes uropygialis,Aves,Piciformes,2014,5,10,-114.518524,34.757988,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
87574,Melanerpes uropygialis,Aves,Piciformes,1993,5,9,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
87673,Empidonax traillii,Aves,Passeriformes,2002,6,10,-118.035995,36.618904,NA,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2,3820,2
88054,Melanerpes uropygialis,Aves,Piciformes,2017,12,16,-114.45647,32.878094,6,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
88201,Melanerpes uropygialis,Aves,Piciformes,2015,11,12,-114.47458,32.90013,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
88225,Melanerpes uropygialis,Aves,Piciformes,2018,3,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
88439,Empidonax traillii,Aves,Passeriformes,2019,8,4,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
88585,Melanerpes uropygialis,Aves,Piciformes,2014,3,26,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
88618,Agelaius tricolor,Aves,Passeriformes,1978,6,2,-117.84601,34.471138,20,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
88803,Colaptes chrysoides,Aves,Piciformes,2014,3,24,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
88862,Buteo swainsoni,Aves,Accipitriformes,2017,4,21,-121.15935,37.088524,1,HUMAN_OBSERVATION,COTTONWOOD2,2008,796.5697,939,2,3424,7
88904,Melanerpes uropygialis,Aves,Piciformes,2017,7,24,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
88984,Melanerpes uropygialis,Aves,Piciformes,2020,1,11,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
89443,Gymnogyps californianus,Aves,Accipitriformes,1982,11,27,-119.41212,34.94505,3,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
89966,Agelaius tricolor,Aves,Passeriformes,1977,4,27,-117.84601,34.471138,75,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
90114,Empidonax traillii,Aves,Passeriformes,2020,8,19,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
90117,Empidonax traillii,Aves,Passeriformes,2014,6,16,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2,3513,NA
90174,Buteo swainsoni,Aves,Accipitriformes,2019,8,15,-118.93315,34.94338,200,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2,3679,6
90267,Riparia riparia,Aves,Passeriformes,2014,5,12,-118.035995,36.618904,2,HUMAN_OBSERVATION,RIVER,2013,406.8415,332,2,3820,2
90657,Buteo swainsoni,Aves,Accipitriformes,2006,4,18,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
91026,Colaptes chrysoides,Aves,Piciformes,1995,5,28,-115.28279,35.126274,1,HUMAN_OBSERVATION,HACKBERRY COMPLEX 1,2005,63771.3,565,2,25865,6
91200,Empidonax traillii,Aves,Passeriformes,2015,8,17,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
91343,Empidonax traillii,Aves,Passeriformes,2014,5,30,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
91528,Empidonax traillii,Aves,Passeriformes,1971,5,23,-116.457825,34.120792,2,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
91561,Empidonax traillii,Aves,Passeriformes,2010,6,9,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
91690,Buteo swainsoni,Aves,Accipitriformes,2017,3,31,-118.92945,34.94076,1,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2,3679,6
91702,Melanerpes uropygialis,Aves,Piciformes,2017,1,1,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
92205,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,7,-116.648705,33.922997,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2,3817,6
92328,Melanerpes uropygialis,Aves,Piciformes,2014,1,5,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
92357,Buteo swainsoni,Aves,Accipitriformes,2016,4,30,-121.024,37.08,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
92457,Buteo swainsoni,Aves,Accipitriformes,2013,5,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
92536,Buteo swainsoni,Aves,Accipitriformes,2014,4,15,-120.044,35.358047,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2,3513,NA
92686,Empidonax traillii,Aves,Passeriformes,2002,6,1,-116.457825,34.120792,NA,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
92746,Melanerpes uropygialis,Aves,Piciformes,2013,2,16,-114.49352,32.90089,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
92759,Melanerpes uropygialis,Aves,Piciformes,2011,12,21,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
92770,Empidonax traillii,Aves,Passeriformes,2015,6,3,-118.377686,34.659615,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
92772,Empidonax traillii,Aves,Passeriformes,1997,6,11,-116.457825,34.120792,3,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2,18494,7
92888,Melanerpes uropygialis,Aves,Piciformes,1985,4,3,-114.46656,32.88192,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
93073,Melanerpes uropygialis,Aves,Piciformes,2017,8,13,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
93212,Melanerpes uropygialis,Aves,Piciformes,2013,11,16,-114.45805,32.88137,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
93790,Buteo swainsoni,Aves,Accipitriformes,2008,5,2,-121.03088,37.08312,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
93806,Empidonax traillii,Aves,Passeriformes,2017,9,18,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
94206,Melanerpes uropygialis,Aves,Piciformes,2015,9,26,-114.45963,32.87948,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
94278,Agelaius tricolor,Aves,Passeriformes,2017,3,18,-119.41489,34.946533,15,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
94806,Melanerpes uropygialis,Aves,Piciformes,1975,3,26,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
95044,Melanerpes uropygialis,Aves,Piciformes,2020,2,2,-114.46546,32.875145,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
95476,Buteo swainsoni,Aves,Accipitriformes,2011,3,28,-116.42135,33.271057,11,HUMAN_OBSERVATION,PALM#1,2002,94.97114,264,2,705,NA
95504,Buteo swainsoni,Aves,Accipitriformes,2006,3,4,-121.0207,37.080807,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
95550,Melanerpes uropygialis,Aves,Piciformes,2014,9,13,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
95653,Buteo swainsoni,Aves,Accipitriformes,2006,6,28,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
95790,Buteo swainsoni,Aves,Accipitriformes,2020,10,4,-117.84601,34.471138,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2,15236,9
95834,Melanerpes uropygialis,Aves,Piciformes,2011,11,22,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
96440,Melanerpes uropygialis,Aves,Piciformes,2018,1,23,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2,3282,8
96504,Melanerpes uropygialis,Aves,Piciformes,2017,9,30,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
97065,Empidonax traillii,Aves,Passeriformes,2005,6,11,-114.48679,34.71831,NA,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
97079,Colaptes chrysoides,Aves,Piciformes,2014,4,5,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
97189,Melanerpes uropygialis,Aves,Piciformes,2007,11,18,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
97209,Buteo swainsoni,Aves,Accipitriformes,2019,6,2,-120.8464,36.935394,1,HUMAN_OBSERVATION,DOS AMIGOS,2005,746.0347,721,2,4738,6
97742,Melanerpes uropygialis,Aves,Piciformes,2012,3,28,-114.50981,34.75064,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
97903,Buteo swainsoni,Aves,Accipitriformes,2018,3,28,-120.634865,37.186176,1,HUMAN_OBSERVATION,SANDY,2016,0,1107,2,2962,7
98679,Melanerpes uropygialis,Aves,Piciformes,2020,12,5,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
98836,Buteo swainsoni,Aves,Accipitriformes,2010,5,22,-115.50674,35.23213,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
99089,Agelaius tricolor,Aves,Passeriformes,2015,4,4,-119.40699,34.941376,150,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
99844,Agelaius tricolor,Aves,Passeriformes,2006,3,7,-121.0207,37.080807,NA,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
100170,Melanerpes uropygialis,Aves,Piciformes,2020,3,3,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
100295,Melanerpes uropygialis,Aves,Piciformes,2015,10,25,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
100681,Colaptes chrysoides,Aves,Piciformes,2018,5,26,-115.55866,35.23258,3,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2,17466,9
100923,Agelaius tricolor,Aves,Passeriformes,2015,5,19,-119.40611,34.94143,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2,3267,4
101357,Buteo swainsoni,Aves,Accipitriformes,2019,3,29,-118.39457,34.72747,5,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2,9258,6
101510,Melanerpes uropygialis,Aves,Piciformes,2018,5,28,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
101834,Agelaius tricolor,Aves,Passeriformes,1980,5,6,-119.48297,34.883465,NA,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2,2836,NA
102128,Melanerpes uropygialis,Aves,Piciformes,1970,5,27,-114.46656,32.88192,NA,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2,2937,NA
102219,Gymnogyps californianus,Aves,Accipitriformes,2016,3,25,-119.48297,34.883465,5,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2,2836,NA
102501,Agelaius tricolor,Aves,Passeriformes,2015,4,9,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
102829,Buteo swainsoni,Aves,Accipitriformes,2012,4,8,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2,3551,5
103088,Melanerpes uropygialis,Aves,Piciformes,2010,12,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2,4492,4
