OBJECTID,obsID,kingdom,phylum,class,order_,family,genus,species,Scientific,individual,decimalLat,decimalLon,eventDate,day,month,year,basisOfRec,institutio,fireSite,fireYear,fireSize,fireID,desert,NEAR_FID_R,nearRdDist,NEAR_FID_U,nearUADist
246,150242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.316240000000001,-115.552620000000005,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
247,150285,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
248,150406,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,6,37.083050000000000,-121.060410000000005,2017-05-03T00:00:00,3,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
249,150492,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2020-10-17T00:00:00,17,10,2020,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
250,150654,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
251,151025,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-01-31T00:00:00,31,1,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
252,151178,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
253,152396,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.083050000000000,-121.060410000000005,2019-12-03T00:00:00,3,12,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
254,152771,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,36.081916999999997,-120.481830000000002,2020-02-06T00:00:00,6,2,2020,HUMAN_OBSERVATION,EBIRD,MINERAL,2020,29666.842150000000402,1111,San Joaquin,3865,369238.791167655319441,1127,10533.771030059990153
255,152780,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,350,35.351770000000002,-120.023089999999996,2003-03-02T00:00:00,2,3,2003,HUMAN_OBSERVATION,EBIRD,BECK,2000,396.360900000000015,926,San Joaquin,3865,310534.766784595907666,287,52408.759400880320754
256,153249,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-03-12T00:00:00,12,3,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
257,153767,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.044693000000002,-116.580219999999997,1996-04-20T00:00:00,20,4,1996,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
258,156160,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
259,157897,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2010-04-11T00:00:00,11,4,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
260,157921,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
261,159169,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.956099999999999,-120.174000000000007,2015-04-18T00:00:00,18,4,2015,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
262,162251,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.061999999999998,-121.030000000000001,2015-04-24T00:00:00,24,4,2015,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
263,162752,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,34.044693000000002,-116.580219999999997,2010-06-11T00:00:00,11,6,2010,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
264,162823,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.061999999999998,-121.030000000000001,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
265,164011,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.083050000000000,-121.060410000000005,2015-12-02T00:00:00,2,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
266,165168,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,13,33.120800000000003,-116.484300000000005,2016-04-09T00:00:00,9,4,2016,HUMAN_OBSERVATION,EBIRD,STEWART,2012,10630.180000000000291,417,Sonoran,3865,204858.808738771564094,2259,28277.071164301207318
267,166055,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,150,34.716639999999998,-118.422579999999996,2011-04-17T00:00:00,17,4,2011,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.569999999999709,418,Mojave,3865,164609.086938172491500,92,14424.465402084706511
268,166407,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287000000001,-116.223500000000001,2005-05-24T00:00:00,24,5,2005,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
269,166643,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,34.044693000000002,-116.580219999999997,2008-04-12T00:00:00,12,4,2008,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
270,166883,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2016-01-23T00:00:00,23,1,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
271,167075,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,35.131176000000004,-115.435239999999993,2019-04-13T00:00:00,13,4,2019,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
272,167287,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,37.061999999999998,-121.030000000000001,2012-01-17T00:00:00,17,1,2012,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
273,167423,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-06-19T00:00:00,19,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
274,167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978000000002,-121.072119999999998,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,SAN LUIS,2005,332.259700000000009,727,San Joaquin,3865,462514.329391637817025,2442,17283.138221059587522
275,167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978000000002,-121.072119999999998,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462514.329391637817025,2442,17283.138221059587522
276,167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978000000002,-121.072119999999998,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2008,766.043800000000033,938,San Joaquin,3865,462514.329391637817025,2442,17283.138221059587522
277,167849,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.316240000000001,-115.552620000000005,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
278,167861,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,12,34.454320000000003,-117.857439999999997,2008-05-17T00:00:00,17,5,2008,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.570099999997183,1110,Mojave,3865,124338.438259287693654,92,12373.546971229683550
279,167960,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,50,37.440759999999997,-121.307360000000003,2018-04-08T00:00:00,8,4,2018,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
280,168424,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576000000003,-115.601920000000007,2002-07-04T00:00:00,4,7,2002,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
281,168432,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.044693000000002,-116.580219999999997,2013-05-26T00:00:00,26,5,2013,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
282,169474,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.288032999999999,-115.530100000000004,2018-04-10T00:00:00,10,4,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19912.229307154688286,14,79920.288930478302063
283,169656,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.185223000000001,-120.663499999999999,2003-03-08T00:00:00,8,3,2003,HUMAN_OBSERVATION,EBIRD,SANDY,2016,0.000000000000000,1107,San Joaquin,3865,437734.352866003871895,3359,13670.685392963798222
284,170305,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
285,170437,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.083050000000000,-121.060410000000005,2016-05-13T00:00:00,13,5,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
286,170511,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,33.140839999999997,-116.507800000000003,2016-04-10T00:00:00,10,4,2016,HUMAN_OBSERVATION,EBIRD,STEWART,2012,10630.180000000000291,417,Sonoran,3865,202492.190678318351274,2259,27518.151290844522009
287,171939,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.083050000000000,-121.060410000000005,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
288,173151,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176000000004,-115.435239999999993,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
289,173770,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2016-05-08T00:00:00,8,5,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
290,174237,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.316240000000001,-115.552620000000005,2012-04-08T00:00:00,8,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
291,174408,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-03-09T00:00:00,9,3,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
292,174570,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2013-12-28T00:00:00,28,12,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
293,174627,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,4,35.880150000000000,-116.237260000000006,2014-05-23T00:00:00,23,5,2014,HUMAN_OBSERVATION,EBIRD,TECOPA,2017,26.993269999999999,392,Mojave,3865,64009.800695896425168,410,34864.392732455489750
294,176114,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.454320000000003,-117.857439999999997,2003-05-30T00:00:00,30,5,2003,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.570099999997183,1110,Mojave,3865,124338.438259287693654,92,12373.546971229683550
295,176270,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2013-12-28T00:00:00,28,12,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
296,176641,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-02-09T00:00:00,9,2,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
297,176655,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.922237000000003,-120.179710000000000,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,GARZA,2017,48886.660000000003492,1045,San Joaquin,3865,337864.910974224272650,606,6571.955250369745954
298,177394,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-10-03T00:00:00,3,10,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
299,177907,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2013-03-23T00:00:00,23,3,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
300,177970,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,35.956099999999999,-120.174000000000007,2009-04-04T00:00:00,4,4,2009,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
301,178009,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2019-01-03T00:00:00,3,1,2019,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
302,178235,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,4,37.440759999999997,-121.307360000000003,2016-05-15T00:00:00,15,5,2016,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
303,178277,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,20,34.968581999999998,-118.940539999999999,2019-06-16T00:00:00,16,6,2019,HUMAN_OBSERVATION,EBIRD,PARKWAY,2009,689.902100000000019,946,San Joaquin,3865,209385.761898602882866,3375,15714.043593731281362
304,178672,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318202999999997,-117.482299999999995,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.550000000002910,414,Mojave,3865,104713.109599139977945,2478,6301.617043514068428
305,178672,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318202999999997,-117.482299999999995,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,LOUISIANA,2002,6564.211000000000240,518,Mojave,3865,104713.109599139977945,2478,6301.617043514068428
306,178979,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,8,34.435650000000003,-117.836320000000001,2014-03-22T00:00:00,22,3,2014,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.570099999997183,1110,Mojave,3865,123594.079295654009911,92,15202.532571335263128
307,179824,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2018-02-09T00:00:00,9,2,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
308,179942,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268160000000002,-115.522530000000003,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21904.386129196904221,14,81536.172587090637535
309,180161,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2010-04-11T00:00:00,11,4,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
310,180315,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,4,34.921140000000001,-119.407104000000004,2012-02-03T00:00:00,3,2,2012,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.778799999999990,1094,San Joaquin,3865,252105.529853100742912,1126,22472.369410989438620
311,181458,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287000000001,-116.223500000000001,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
312,182704,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,3,34.322678000000003,-117.455839999999995,2011-05-16T00:00:00,16,5,2011,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.550000000002910,414,Mojave,3865,102608.326782368021668,2478,4793.864030749515223
313,182704,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,3,34.322678000000003,-117.455839999999995,2011-05-16T00:00:00,16,5,2011,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2002,6821.038999999999760,508,Mojave,3865,102608.326782368021668,2478,4793.864030749515223
314,182898,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2020-12-01T00:00:00,1,12,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
315,183394,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268160000000002,-115.522530000000003,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21904.386129196904221,14,81536.172587090637535
316,183613,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.268560000000001,-115.520079999999993,2017-03-18T00:00:00,18,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21816.864384488377254,14,81393.503410867662751
317,184078,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,2,37.061999999999998,-121.030000000000001,2016-07-26T00:00:00,26,7,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
318,184413,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.061999999999998,-121.030000000000001,2017-07-26T00:00:00,26,7,2017,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
319,185498,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268416999999999,-115.520409999999998,2016-04-23T00:00:00,23,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21838.235757293969073,14,81421.462564064073376
320,185670,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,10,35.832287000000001,-116.223500000000001,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
321,187430,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.292439999999999,-115.533394000000001,2012-04-15T00:00:00,15,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19498.322959215107403,14,79638.153452588871005
322,187452,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
323,187824,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2000-07-04T00:00:00,4,7,2000,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
324,188061,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.083050000000000,-121.060410000000005,2013-05-20T00:00:00,20,5,2013,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
325,189071,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2015-09-05T00:00:00,5,9,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
326,190588,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,1,32.727943000000003,-114.718895000000003,2010-02-06T00:00:00,6,2,2010,HUMAN_OBSERVATION,EBIRD,ALAMO,2016,136.400000000000006,360,Sonoran,3865,299594.962990552652627,551,2599.247243477977463
327,192173,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,34.305210000000002,-117.310630000000003,2010-01-23T00:00:00,23,1,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428.000000000000000,512,Mojave,3865,94935.635316956933821,770,4220.761578773292058
