FID,species,class,order,year,month,day,decimalLongitude,decimalLatitude,individualCount,basisOfRecord,firename,fireyear,firesize,fireID,buffSize_km,buffArea_acres
130036,Melanerpes uropygialis,Aves,Piciformes,2011,10,8,-114.48818,32.864304,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
130044,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,4,30,-121.323395,37.437794,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
130097,Buteo swainsoni,Aves,Accipitriformes,2018,4,1,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
131177,Melanerpes uropygialis,Aves,Piciformes,2017,6,23,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
131334,Agelaius tricolor,Aves,Passeriformes,2006,5,31,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
131390,Colaptes chrysoides,Aves,Piciformes,2014,5,24,-115.55866,35.23258,1,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
131467,Melanerpes uropygialis,Aves,Piciformes,2012,11,18,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
131606,Colaptes chrysoides,Aves,Piciformes,1995,5,28,-115.28279,35.126274,1,HUMAN_OBSERVATION,HACKBERRY COMPLEX 1,2005,63771.3,565,2000,25865
132131,Melanerpes uropygialis,Aves,Piciformes,2020,1,11,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
132375,Melanerpes uropygialis,Aves,Piciformes,2016,5,14,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
132585,Empidonax traillii,Aves,Passeriformes,2012,9,9,-114.48251,34.733994,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
132758,Empidonax traillii,Aves,Passeriformes,1999,5,12,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
132770,Melanerpes uropygialis,Aves,Piciformes,2015,3,23,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
132777,Melanerpes uropygialis,Aves,Piciformes,2011,7,14,-114.50981,34.75064,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
132798,Colaptes chrysoides,Aves,Piciformes,2011,11,19,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
133084,Agelaius tricolor,Aves,Passeriformes,2008,4,4,-121.03088,37.08312,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
133399,Empidonax traillii,Aves,Passeriformes,2014,5,30,-118.38001,34.69632,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
133523,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,5,15,-121.323395,37.437794,0,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
133571,Melanerpes uropygialis,Aves,Piciformes,2013,3,27,-114.69516,32.739243,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
133614,Melanerpes uropygialis,Aves,Piciformes,2014,12,31,-114.55578,32.78925,4,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
133679,Melanerpes uropygialis,Aves,Piciformes,2015,1,3,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
134101,Melanerpes uropygialis,Aves,Piciformes,2017,4,15,-114.45805,32.88137,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
134102,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,1,12,-120.89058,36.655308,1,HUMAN_OBSERVATION,BROWN,2008,3786.915,935,2000,6740
134229,Haliaeetus leucocephalus,Aves,Accipitriformes,2012,2,9,-114.50981,34.75064,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
134742,Empidonax traillii,Aves,Passeriformes,2015,5,17,-114.58188,32.79258,5,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
134787,Melanerpes uropygialis,Aves,Piciformes,2009,4,26,-114.48917,34.73689,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
135000,Agelaius tricolor,Aves,Passeriformes,2006,3,4,-121.0207,37.080807,50,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
135013,Melanerpes uropygialis,Aves,Piciformes,2012,4,7,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
135402,Melanerpes uropygialis,Aves,Piciformes,2019,4,30,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
135652,Agelaius tricolor,Aves,Passeriformes,2018,4,19,-121.323395,37.437794,0,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
136015,Buteo swainsoni,Aves,Accipitriformes,2006,5,11,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
136052,Melanerpes uropygialis,Aves,Piciformes,2012,1,27,-114.48765,34.74276,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
136081,Melanerpes uropygialis,Aves,Piciformes,2019,4,1,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
136139,Buteo swainsoni,Aves,Accipitriformes,2015,4,25,-119.5158,34.908245,1,HUMAN_OBSERVATION,HWY166,2004,65.16033,856,2000,2836
136330,Melanerpes uropygialis,Aves,Piciformes,2011,11,29,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
136495,Melanerpes uropygialis,Aves,Piciformes,2013,3,21,-114.48498,34.736954,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
136515,Buteo swainsoni,Aves,Accipitriformes,2019,8,2,-118.94668,34.99106,20,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
136777,Melanerpes uropygialis,Aves,Piciformes,1973,12,18,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
136998,Melanerpes uropygialis,Aves,Piciformes,2016,11,11,-114.47458,32.90013,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
137360,Empidonax traillii,Aves,Passeriformes,2017,9,1,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
137702,Agelaius tricolor,Aves,Passeriformes,2015,1,22,-118.58248,34.785824,50,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
137759,Melanerpes uropygialis,Aves,Piciformes,2015,1,3,-114.45885,32.88205,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
137865,Buteo swainsoni,Aves,Accipitriformes,2016,4,4,-118.39457,34.72747,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
137957,Melanerpes uropygialis,Aves,Piciformes,2013,2,27,-114.48251,34.733994,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
138128,Empidonax traillii,Aves,Passeriformes,2013,8,16,-114.53067,34.76909,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
138168,Melanerpes uropygialis,Aves,Piciformes,1973,3,24,-114.55676,32.789658,0,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
138306,Melanerpes uropygialis,Aves,Piciformes,2020,4,26,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
138348,Melanerpes uropygialis,Aves,Piciformes,2012,5,5,-114.52657,32.76158,1,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
138420,Agelaius tricolor,Aves,Passeriformes,2013,3,17,-118.58134,34.780354,19,HUMAN_OBSERVATION,RANGE,2011,241.0146,311,2000,3533
138638,Buteo swainsoni,Aves,Accipitriformes,2019,4,8,-118.39457,34.72747,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
138968,Melanerpes uropygialis,Aves,Piciformes,2016,9,10,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
139893,Melanerpes uropygialis,Aves,Piciformes,2014,9,13,-114.45964,32.88135,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
140099,Agelaius tricolor,Aves,Passeriformes,2015,10,24,-120.83253,36.512997,1,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
140122,Colaptes chrysoides,Aves,Piciformes,2010,12,14,-114.48765,34.74276,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
140138,Melanerpes uropygialis,Aves,Piciformes,2020,10,28,-114.46097,32.876220000000004,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
140184,Melanerpes uropygialis,Aves,Piciformes,2013,1,25,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
140237,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,7,-116.648705,33.922997,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2000,3817
140516,Empidonax traillii,Aves,Passeriformes,2020,10,3,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
140530,Buteo swainsoni,Aves,Accipitriformes,2008,5,2,-121.03088,37.08312,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
140737,Empidonax traillii,Aves,Passeriformes,2018,9,29,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
140778,Agelaius tricolor,Aves,Passeriformes,2019,4,7,-119.42943,34.953087,13,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
140778,Agelaius tricolor,Aves,Passeriformes,2019,4,7,-119.42943,34.953087,13,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
140799,Agelaius tricolor,Aves,Passeriformes,2015,10,24,-120.83253,36.512997,1,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
141002,Melanerpes uropygialis,Aves,Piciformes,2011,1,28,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
142017,Melanerpes uropygialis,Aves,Piciformes,2009,8,23,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
142064,Empidonax traillii,Aves,Passeriformes,2017,9,16,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
142293,Melanerpes uropygialis,Aves,Piciformes,1989,1,5,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
142666,Buteo swainsoni,Aves,Accipitriformes,2008,3,24,-121.03088,37.08312,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
143805,Melanerpes uropygialis,Aves,Piciformes,2015,12,29,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
143863,Melanerpes uropygialis,Aves,Piciformes,1970,4,17,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
143974,Melanerpes uropygialis,Aves,Piciformes,2020,1,22,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
144153,Melanerpes uropygialis,Aves,Piciformes,2016,12,28,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
144262,Melanerpes uropygialis,Aves,Piciformes,1983,4,30,-114.46656,32.88192,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
144322,Melanerpes uropygialis,Aves,Piciformes,2019,12,14,-114.48498,34.736954,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
145020,Agelaius tricolor,Aves,Passeriformes,2016,4,6,-119.411194,34.946,500,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
145203,Melanerpes uropygialis,Aves,Piciformes,2018,4,25,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
145370,Melanerpes uropygialis,Aves,Piciformes,2014,1,5,-114.46656,32.88192,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
145395,Buteo swainsoni,Aves,Accipitriformes,2019,7,11,-118.93139,34.942223,22,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
145569,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,6,29,-121.16307,37.086784,1,HUMAN_OBSERVATION,COTTONWOOD2,2008,796.5697,939,2000,3424
145613,Buteo swainsoni,Aves,Accipitriformes,2019,4,12,-121.024,37.08,3,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
145746,Melanerpes uropygialis,Aves,Piciformes,2011,11,25,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
145751,Melanerpes uropygialis,Aves,Piciformes,2016,4,7,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
146630,Empidonax traillii,Aves,Passeriformes,2018,8,10,-117.840546,34.47288,1,HUMAN_OBSERVATION,BOBCAT,2020,115997.570061,1110,2000,15236
146636,Agelaius tricolor,Aves,Passeriformes,2019,3,30,-121.006966,37.055,3,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
146885,Buteo swainsoni,Aves,Accipitriformes,2019,7,3,-121.09594,37.159492,1,HUMAN_OBSERVATION,MCCABE,2015,1728.974,997,2000,4024
147014,Melanerpes uropygialis,Aves,Piciformes,2019,1,8,-114.73027,32.707115,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
147073,Melanerpes uropygialis,Aves,Piciformes,1973,7,22,-114.46656,32.88192,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
147871,Agelaius tricolor,Aves,Passeriformes,2015,10,18,-120.83253,36.512997,0,HUMAN_OBSERVATION,NEW IDRIA,2003,632.0136,911,2000,4026
148110,Melanerpes uropygialis,Aves,Piciformes,2020,12,5,-114.47591,32.90241,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
148124,Gymnogyps californianus,Aves,Accipitriformes,2019,6,18,-119.38896,34.919132,8,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
148478,Melanerpes uropygialis,Aves,Piciformes,2018,3,12,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
148744,Colaptes chrysoides,Aves,Piciformes,2015,6,2,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
149182,Melanerpes uropygialis,Aves,Piciformes,2011,10,27,-114.48251,34.733994,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
149456,Empidonax traillii,Aves,Passeriformes,1971,9,7,-116.457825,34.120792,5,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
149867,Buteo swainsoni,Aves,Accipitriformes,2019,6,8,-121.024,37.08,2,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
149910,Melanerpes uropygialis,Aves,Piciformes,2013,8,16,-114.490326,34.739582,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
149970,Haliaeetus leucocephalus,Aves,Accipitriformes,2015,1,3,-114.45786,32.874607,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
149992,Agelaius tricolor,Aves,Passeriformes,2019,4,7,-119.42943,34.953087,13,HUMAN_OBSERVATION,SODA,2005,449.4977,678,2000,3409
149992,Agelaius tricolor,Aves,Passeriformes,2019,4,7,-119.42943,34.953087,13,HUMAN_OBSERVATION,HUDSON,2017,1182.301,1021,2000,4610
150071,Melanerpes uropygialis,Aves,Piciformes,2018,6,4,-114.47057,32.87,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
150089,Melanerpes uropygialis,Aves,Piciformes,2020,10,20,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
150215,Melanerpes uropygialis,Aves,Piciformes,2018,12,28,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
150541,Melanerpes uropygialis,Aves,Piciformes,2012,4,18,-114.45786,32.874607,4,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
150620,Melanerpes uropygialis,Aves,Piciformes,2012,4,17,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
150735,Agelaius tricolor,Aves,Passeriformes,2017,4,17,-119.54531,35.029774,200,HUMAN_OBSERVATION,SODA,2016,2000.281,1086,2000,5370
150743,Agelaius tricolor,Aves,Passeriformes,2014,5,23,-118.38001,34.69632,15,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
150789,Melanerpes uropygialis,Aves,Piciformes,1987,5,22,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
150892,Melanerpes uropygialis,Aves,Piciformes,2004,2,19,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
151141,Empidonax traillii,Aves,Passeriformes,2018,8,27,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
151349,Melanerpes uropygialis,Aves,Piciformes,2017,9,30,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
151790,Agelaius tricolor,Aves,Passeriformes,2014,5,23,-118.38001,34.69632,3,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
151825,Empidonax traillii,Aves,Passeriformes,2018,5,22,-114.45964,32.88135,5,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
152370,Buteo swainsoni,Aves,Accipitriformes,2013,5,14,-120.99828,37.05695,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
152405,Melanerpes uropygialis,Aves,Piciformes,2019,12,26,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
153247,Melanerpes uropygialis,Aves,Piciformes,2011,11,23,-114.48251,34.733994,0,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
153393,Buteo swainsoni,Aves,Accipitriformes,2019,5,29,-118.93109,34.941162,25,HUMAN_OBSERVATION,PARKWAY,2009,689.9021,946,2000,3679
153433,Melanerpes uropygialis,Aves,Piciformes,2018,12,24,-114.69557,32.738663,2,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
153509,Buteo swainsoni,Aves,Accipitriformes,2006,6,14,-121.0207,37.080807,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
153620,Buteo swainsoni,Aves,Accipitriformes,2019,5,6,-121.26857,37.400864,2,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
153837,Melanerpes uropygialis,Aves,Piciformes,2015,7,13,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
154043,Colaptes chrysoides,Aves,Piciformes,2011,11,22,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
154110,Melanerpes uropygialis,Aves,Piciformes,2020,7,20,-114.46097,32.876220000000004,3,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
154201,Melanerpes uropygialis,Aves,Piciformes,2012,5,20,-114.45786,32.874607,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
154219,Agelaius tricolor,Aves,Passeriformes,1986,12,14,-120.63486,37.17974,0,HUMAN_OBSERVATION,SANDY,2016,0,1107,2000,2962
154462,Melanerpes uropygialis,Aves,Piciformes,2020,3,17,-114.45976,32.879894,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
154583,Melanerpes uropygialis,Aves,Piciformes,2013,4,26,-114.518524,34.757988,2,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
154692,Melanerpes uropygialis,Aves,Piciformes,1973,3,24,-114.55676,32.789658,0,HUMAN_OBSERVATION,HAUGHTELIN,2010,2319.5,356,2000,5166
154699,Melanerpes uropygialis,Aves,Piciformes,1996,7,10,-114.47076,32.87367,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
154728,Melanerpes uropygialis,Aves,Piciformes,2017,2,22,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
154995,Melanerpes uropygialis,Aves,Piciformes,2014,2,16,-114.48315,32.869495,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
155546,Melanerpes uropygialis,Aves,Piciformes,2018,4,5,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
155954,Agelaius tricolor,Aves,Passeriformes,2016,3,21,-118.39457,34.72747,45,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
156299,Melanerpes uropygialis,Aves,Piciformes,2014,2,15,-114.69516,32.739243,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
156604,Buteo swainsoni,Aves,Accipitriformes,2017,8,22,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
156762,Melanerpes uropygialis,Aves,Piciformes,1980,3,24,-114.4617,32.88329,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
156886,Melanerpes uropygialis,Aves,Piciformes,2016,5,29,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
157261,Empidonax traillii,Aves,Passeriformes,2020,5,26,-114.48498,34.736954,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
157709,Empidonax traillii,Aves,Passeriformes,2015,8,21,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
157785,Melanerpes uropygialis,Aves,Piciformes,2020,11,12,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
158276,Melanerpes uropygialis,Aves,Piciformes,2004,11,26,-114.46656,32.88192,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
158313,Melanerpes uropygialis,Aves,Piciformes,2015,5,3,-114.45855,32.879505,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
158410,Empidonax traillii,Aves,Passeriformes,2017,9,17,-118.34545,34.674374,1,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
158426,Agelaius tricolor,Aves,Passeriformes,2016,3,7,-118.39457,34.72747,75,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
158613,Agelaius tricolor,Aves,Passeriformes,2015,4,12,-119.40747,34.941055,200,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
158816,Melanerpes uropygialis,Aves,Piciformes,1992,3,1,-114.46629,32.883263,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
159135,Gymnogyps californianus,Aves,Accipitriformes,2014,9,17,-119.38892,34.91959,15,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
159560,Agelaius tricolor,Aves,Passeriformes,2013,1,27,-121.024,37.08,0,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
159623,Melanerpes uropygialis,Aves,Piciformes,2018,9,29,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
159712,Melanerpes uropygialis,Aves,Piciformes,2011,12,28,-114.45964,32.88135,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
159798,Buteo swainsoni,Aves,Accipitriformes,2019,6,18,-119.38896,34.919132,1,HUMAN_OBSERVATION,SCHOOL,2014,223.7788,1094,2000,3267
160095,Empidonax traillii,Aves,Passeriformes,1989,9,13,-116.457825,34.120792,1,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
160532,Empidonax traillii,Aves,Passeriformes,2014,5,20,-120.03971,35.353077,1,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
160652,Agelaius tricolor,Aves,Passeriformes,2017,1,1,-118.39457,34.72747,10,HUMAN_OBSERVATION,POWERHOUSE,2013,30267.57,418,2000,9258
160747,Empidonax traillii,Aves,Passeriformes,1989,9,16,-116.457825,34.120792,3,HUMAN_OBSERVATION,SAWTOOTH COMPLEX,2006,61767.18,261,2000,18494
160754,Melanerpes uropygialis,Aves,Piciformes,2016,12,17,-114.45647,32.878094,7,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
160799,Melanerpes uropygialis,Aves,Piciformes,1996,3,30,-114.46629,32.883263,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
160972,Empidonax traillii,Aves,Passeriformes,2014,6,11,-120.044,35.358047,2,HUMAN_OBSERVATION,BECK,2000,396.3609,926,2000,3513
161008,Empidonax traillii,Aves,Passeriformes,2015,6,6,-114.48251,34.733994,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
161009,Buteo swainsoni,Aves,Accipitriformes,2018,4,19,-121.323395,37.437794,1,HUMAN_OBSERVATION,DEL PUERTO,2020,390647.255599,1112,2000,29881
161826,Riparia riparia,Aves,Passeriformes,1969,8,23,-114.45964,32.88135,0,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
162106,Melanerpes uropygialis,Aves,Piciformes,2012,11,18,-114.48251,34.733994,3,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
162133,Riparia riparia,Aves,Passeriformes,2016,8,31,-114.69557,32.738663,1,HUMAN_OBSERVATION,ALAMO,2016,136.4,360,2000,3282
162139,Melanerpes uropygialis,Aves,Piciformes,2007,1,19,-114.48,32.87,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
162176,Riparia riparia,Aves,Passeriformes,2015,7,14,-114.535,34.76573,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
162343,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,12,26,-116.66411,33.9231,1,HUMAN_OBSERVATION,VIEW,2012,376.1476,400,2000,3817
162510,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,4,30,-114.48765,34.74276,1,HUMAN_OBSERVATION,TOPOCK,2016,2228.4,358,2000,4492
162599,Colaptes chrysoides,Aves,Piciformes,2014,4,5,-115.55866,35.23258,2,HUMAN_OBSERVATION,DOME,2020,44211.0845875,1109,2000,17466
162975,Melanerpes uropygialis,Aves,Piciformes,2020,1,4,-114.45976,32.879894,1,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
163148,Melanerpes uropygialis,Aves,Piciformes,2020,3,15,-114.46656,32.88192,2,HUMAN_OBSERVATION,SENATOR,2012,47.72357,359,2000,2937
163289,Buteo swainsoni,Aves,Accipitriformes,2015,4,9,-121.024,37.08,1,HUMAN_OBSERVATION,BASALT,2004,410.184,929,2000,3551
