usagekey	scientificname	rank	status	matchtype	canonicalname	confidence	kingdom	phylum	order	family	genus	species	kingdomkey	phylumkey	classkey	orderkey	familykey	genuskey	specieskey	synonym	class	original_sciname	acceptedusagekey	note
2437569	Ammospermophilus nelsoni (Merriam, 1893)	species	ACCEPTED	EXACT	Ammospermophilus nelsoni	99	Animalia	Chordata	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus nelsoni	1	44	359	1459	9456	2437567	2437569	FALSE	Mammalia	Ammospermophilus nelsoni	NA	NA
7781204	Xerospermophilus mohavensis (Merriam, 1889)	species	ACCEPTED	EXACT	Xerospermophilus mohavensis	99	Animalia	Chordata	Rodentia	Sciuridae	Xerospermophilus	Xerospermophilus mohavensis	1	44	359	1459	9456	7838133	7781204	FALSE	Mammalia	Xerospermophilus mohavensis	NA	NA
6163506	Dipodomys heermanni morroensis (Merriam, 1907)	subspecies	ACCEPTED	EXACT	Dipodomys heermanni morroensis	98	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys heermanni	1	44	359	1459	5504	2439509	2439536	FALSE	Mammalia	Dipodomys heermanni morroensis	NA	NA
2439550	Dipodomys ingens (Merriam, 1904)	species	ACCEPTED	EXACT	Dipodomys ingens	99	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys ingens	1	44	359	1459	5504	2439509	2439550	FALSE	Mammalia	Dipodomys ingens	NA	NA
6163521	Dipodomys merriami parvus Rhoads, 1894	subspecies	ACCEPTED	EXACT	Dipodomys merriami parvus	98	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys merriami	1	44	359	1459	5504	2439509	2439521	FALSE	Mammalia	Dipodomys merriami parvus	NA	NA
6163517	Dipodomys nitratoides exilis Merriam, 1894	subspecies	ACCEPTED	EXACT	Dipodomys nitratoides exilis	98	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys nitratoides	1	44	359	1459	5504	2439509	2439524	FALSE	Mammalia	Dipodomys nitratoides exilis	NA	NA
7059259	Dipodomys nitratoides nitratoides	subspecies	ACCEPTED	EXACT	Dipodomys nitratoides nitratoides	98	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys nitratoides	1	44	359	1459	5504	2439509	2439524	FALSE	Mammalia	Dipodomys nitratoides nitratoides	NA	NA
2439542	Dipodomys stephensi (Merriam, 1907)	species	ACCEPTED	EXACT	Dipodomys stephensi	99	Animalia	Chordata	Rodentia	Heteromyidae	Dipodomys	Dipodomys stephensi	1	44	359	1459	5504	2439509	2439542	FALSE	Mammalia	Dipodomys stephensi	NA	NA
6163502	Perognathus longimembris pacificus Mearns, 1898	subspecies	ACCEPTED	EXACT	Perognathus longimembris pacificus	98	Animalia	Chordata	Rodentia	Heteromyidae	Perognathus	Perognathus longimembris	1	44	359	1459	5504	2439552	2439563	FALSE	Mammalia	Perognathus longimembris pacificus	NA	NA
6163547	Microtus californicus scirpensis Bailey, 1900	subspecies	SYNONYM	EXACT	Microtus californicus scirpensis	98	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	1	44	359	1459	3240723	2438591	2438603	TRUE	Mammalia	Microtus californicus scirpensis	2438603	NA
6163573	Neotoma fuscipes riparia Hooper, 1938	subspecies	SYNONYM	EXACT	Neotoma fuscipes riparia	98	Animalia	Chordata	Rodentia	Cricetidae	Neotoma	Neotoma fuscipes	1	44	359	1459	3240723	2438433	2438455	TRUE	Mammalia	Neotoma fuscipes riparia	2438455	NA
2437867	Reithrodontomys raviventris Dixon, 1908	species	ACCEPTED	EXACT	Reithrodontomys raviventris	99	Animalia	Chordata	Rodentia	Cricetidae	Reithrodontomys	Reithrodontomys raviventris	1	44	359	1459	3240723	2437854	2437867	FALSE	Mammalia	Reithrodontomys raviventris	NA	NA
5219173	Canis lupus Linnaeus, 1758	species	ACCEPTED	EXACT	Canis lupus	99	Animalia	Chordata	Carnivora	Canidae	Canis	Canis lupus	1	44	359	732	9701	5219142	5219173	FALSE	Mammalia	Canis lupus	NA	NA
2434559	Urocyon littoralis (Baird, 1858)	species	ACCEPTED	EXACT	Urocyon littoralis	99	Animalia	Chordata	Carnivora	Canidae	Urocyon	Urocyon littoralis	1	44	359	732	9701	2434558	2434559	FALSE	Mammalia	Urocyon littoralis	NA	NA
6164355	Urocyon littoralis catalinae Merriam, 1903	subspecies	ACCEPTED	EXACT	Urocyon littoralis catalinae	98	Animalia	Chordata	Carnivora	Canidae	Urocyon	Urocyon littoralis	1	44	359	732	9701	2434558	2434559	FALSE	Mammalia	Urocyon littoralis catalinae	NA	NA
7193875	Urocyon littoralis littoralis	subspecies	ACCEPTED	EXACT	Urocyon littoralis littoralis	98	Animalia	Chordata	Carnivora	Canidae	Urocyon	Urocyon littoralis	1	44	359	732	9701	2434558	2434559	FALSE	Mammalia	Urocyon littoralis littoralis	NA	NA
6164354	Urocyon littoralis santacruzae Merriam, 1903	subspecies	ACCEPTED	EXACT	Urocyon littoralis santacruzae	98	Animalia	Chordata	Carnivora	Canidae	Urocyon	Urocyon littoralis	1	44	359	732	9701	2434558	2434559	FALSE	Mammalia	Urocyon littoralis santacruzae	NA	NA
6164352	Urocyon littoralis santarosae Grinnell & Linsdale, 1930	subspecies	ACCEPTED	EXACT	Urocyon littoralis santarosae	98	Animalia	Chordata	Carnivora	Canidae	Urocyon	Urocyon littoralis	1	44	359	732	9701	2434558	2434559	FALSE	Mammalia	Urocyon littoralis santarosae	NA	NA
6164308	Vulpes macrotis mutica Merriam, 1902	subspecies	SYNONYM	EXACT	Vulpes macrotis mutica	98	Animalia	Chordata	Carnivora	Canidae	Vulpes	Vulpes macrotis	1	44	359	732	9701	5219234	5219311	TRUE	Mammalia	Vulpes macrotis mutica	5219311	NA
6164287	Vulpes vulpes necator Merriam, 1900	subspecies	ACCEPTED	EXACT	Vulpes vulpes necator	98	Animalia	Chordata	Carnivora	Canidae	Vulpes	Vulpes vulpes	1	44	359	732	9701	5219234	5219243	FALSE	Mammalia	Vulpes vulpes necator	NA	NA
6163936	Enhydra lutris nereis (Merriam, 1904)	subspecies	ACCEPTED	EXACT	Enhydra lutris nereis	98	Animalia	Chordata	Carnivora	Mustelidae	Enhydra	Enhydra lutris	1	44	359	732	5307	2433669	2433670	FALSE	Mammalia	Enhydra lutris nereis	NA	NA
5219073	Gulo gulo (Linnaeus, 1758)	species	ACCEPTED	EXACT	Gulo gulo	99	Animalia	Chordata	Carnivora	Mustelidae	Gulo	Gulo gulo	1	44	359	732	5307	5219072	5219073	FALSE	Mammalia	Gulo gulo	NA	NA
5847373	Martes caurina (Merriam, 1890)	species	ACCEPTED	HIGHERRANK	Martes caurina	99	Animalia	Chordata	Carnivora	Mustelidae	Martes	Martes caurina	1	44	359	732	5307	2433765	5847373	FALSE	Mammalia	Martes caurina humboldtensis	NA	NA
8631083	Pekania pennanti (Erxleben, 1777)	species	ACCEPTED	EXACT	Pekania pennanti	99	Animalia	Chordata	Carnivora	Mustelidae	Pekania	Pekania pennanti	1	44	359	732	5307	4833759	8631083	FALSE	Mammalia	Pekania pennanti	NA	NA
2435099	Puma concolor (Linnaeus, 1771)	species	ACCEPTED	EXACT	Puma concolor	99	Animalia	Chordata	Carnivora	Felidae	Puma	Puma concolor	1	44	359	732	9703	2435098	2435099	FALSE	Mammalia	Puma concolor	NA	NA
2433478	Arctocephalus townsendi Merriam, 1897	species	SYNONYM	EXACT	Arctocephalus townsendi	98	Animalia	Chordata	Carnivora	Otariidae	Arctocephalus	Arctocephalus philippii	1	44	359	732	5309	2433469	2433470	TRUE	Mammalia	Arctocephalus townsendi	6486561	NA
2433462	Eumetopias jubatus (Schreber, 1776)	species	ACCEPTED	EXACT	Eumetopias jubatus	99	Animalia	Chordata	Carnivora	Otariidae	Eumetopias	Eumetopias jubatus	1	44	359	732	5309	2433461	2433462	FALSE	Mammalia	Eumetopias jubatus	NA	NA
9505501	Eumetopias lobatus (Gray, 1828)	species	SYNONYM	FUZZY	Eumetopias lobatus	9	Animalia	Chordata	Carnivora	Otariidae	Neophoca	Neophoca cinerea	1	44	359	732	5309	2433483	2433484	TRUE	Mammalia	Eumetopias jubatus	2433484	Similarity: name=5; authorship=0; classification=-2; rank=6; status=0
4262556	Ovis canadensis nelsoni Merriam, 1897	subspecies	ACCEPTED	EXACT	Ovis canadensis nelsoni	98	Animalia	Chordata	Artiodactyla	Bovidae	Ovis	Ovis canadensis	1	44	359	731	9614	9531221	2441119	FALSE	Mammalia	Ovis canadensis nelsoni	NA	NA
8781781	Ovis canadensis sierrae Grinnell, 1912	subspecies	ACCEPTED	EXACT	Ovis canadensis sierrae	98	Animalia	Chordata	Artiodactyla	Bovidae	Ovis	Ovis canadensis	1	44	359	731	9614	9531221	2441119	FALSE	Mammalia	Ovis canadensis sierrae	NA	NA
2440709	Balaenoptera borealis Lesson, 1828	species	ACCEPTED	EXACT	Balaenoptera borealis	99	Animalia	Chordata	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera borealis	1	44	359	733	5313	2440708	2440709	FALSE	Mammalia	Balaenoptera borealis	NA	NA
4970978	Balaenoptera borealina Van Beneden, 1880	species	SYNONYM	FUZZY	Balaenoptera borealina	90	Animalia	Chordata	Cetacea	Balaenopteridae	NA	NA	1	44	359	733	5313	NA	NA	TRUE	Mammalia	Balaenoptera borealis	5313	Similarity: name=90; authorship=0; classification=-2; rank=6; status=0
2440735	Balaenoptera musculus (Linnaeus, 1758)	species	ACCEPTED	EXACT	Balaenoptera musculus	99	Animalia	Chordata	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera musculus	1	44	359	733	5313	2440708	2440735	FALSE	Mammalia	Balaenoptera musculus	NA	NA
2440718	Balaenoptera physalus (Linnaeus, 1758)	species	ACCEPTED	EXACT	Balaenoptera physalus	99	Animalia	Chordata	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera physalus	1	44	359	733	5313	2440708	2440718	FALSE	Mammalia	Balaenoptera physalus	NA	NA
9512414	Balaenoptera physalis (Linnaeus, 1758)	species	SYNONYM	FUZZY	Balaenoptera physalis	90	Animalia	Chordata	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera physalus	1	44	359	733	5313	2440708	2440718	TRUE	Mammalia	Balaenoptera physalus	2440718	Similarity: name=90; authorship=0; classification=-2; rank=6; status=0
9747921	Eubalaena japonica (Lacépède, 1818)	species	ACCEPTED	EXACT	Eubalaena japonica	97	Animalia	Chordata	Cetacea	Balaenidae	Eubalaena	Eubalaena japonica	1	44	359	733	9682	2440331	9747921	FALSE	Mammalia	Eubalaena japonica	NA	NA
2440344	Eubalaena japonica (Gray, 1846)	species	SYNONYM	EXACT	Eubalaena japonica	97	Animalia	Chordata	Cetacea	Balaenidae	Eubalaena	Eubalaena japonica	1	44	359	733	9682	2440331	9747921	TRUE	Mammalia	Eubalaena japonica	9747921	Similarity: name=110; authorship=0; classification=-2; rank=6; status=0
2440704	Eschrichtius robustus (Lilljeborg, 1861)	species	ACCEPTED	EXACT	Eschrichtius robustus	97	Animalia	Chordata	Cetacea	Eschrichtiidae	Eschrichtius	Eschrichtius robustus	1	44	359	733	5315	2440703	2440704	FALSE	Mammalia	Eschrichtius robustus	NA	NA
9635521	Eschrichtius robustus (Van Beneden & Gervais, 1868)	species	SYNONYM	EXACT	Eschrichtius robustus	97	Animalia	Chordata	Cetacea	Eschrichtiidae	Eschrichtius	Eschrichtius robustus	1	44	359	733	5315	2440703	2440704	TRUE	Mammalia	Eschrichtius robustus	2440704	Similarity: name=110; authorship=0; classification=-2; rank=6; status=0
5220086	Megaptera novaeangliae (Borowski, 1781)	species	ACCEPTED	EXACT	Megaptera novaeangliae	97	Animalia	Chordata	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae	1	44	359	733	5313	2440748	5220086	FALSE	Mammalia	Megaptera novaeangliae	NA	NA
9809568	Megaptera novaeangliae (Brisson, 1762)	species	SYNONYM	EXACT	Megaptera novaeangliae	97	Animalia	Chordata	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae	1	44	359	733	5313	2440748	5220086	TRUE	Mammalia	Megaptera novaeangliae	5220086	Similarity: name=110; authorship=0; classification=-2; rank=6; status=0
11222593	Megaptera novaeangliea	species	SYNONYM	FUZZY	Megaptera novaeangliea	92	Animalia	Chordata	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae	1	44	359	733	5313	2440748	5220086	TRUE	Mammalia	Megaptera novaeangliae	5220086	Similarity: name=95; authorship=0; classification=-2; rank=6; status=0
2440483	Orcinus orca (Linnaeus, 1758)	species	ACCEPTED	EXACT	Orcinus orca	99	Animalia	Chordata	Cetacea	Delphinidae	Orcinus	Orcinus orca	1	44	359	733	5314	2440482	2440483	FALSE	Mammalia	Orcinus orca	NA	NA
8123917	Physeter macrocephalus Linnaeus, 1758	species	ACCEPTED	EXACT	Physeter macrocephalus	99	Animalia	Chordata	Cetacea	Physeteridae	Physeter	Physeter macrocephalus	1	44	359	733	5446	2440349	8123917	FALSE	Mammalia	Physeter macrocephalus	NA	NA
